13603	-0.16	-0.15
13633	-0.15	-0.13
13663	-0.14	-0.06
13693	-0.12	0.01
13723	-0.12	-0.02
13754	-0.12	-0.05
13784	-0.12	-0.12
13813	-0.11	-0.08
13844	-0.12	-0.14
13874	-0.13	-0.16
13904	-0.13	-0.16
13934	-0.13	-0.18
13964	-0.14	-0.17
13995	-0.17	-0.32
14024	-0.17	-0.27
14055	-0.15	-0.14
14085	-0.14	-0.10
14114	-0.15	-0.13
14145	-0.14	-0.06
14175	-0.14	-0.10
14205	-0.13	-0.08
14235	-0.11	0.02
14265	-0.10	0.01
14296	-0.09	0.00
14325	-0.08	0.02
14356	-0.08	-0.01
14386	-0.05	0.10
14415	-0.01	0.23
14446	-0.01	0.18
14476	-0.01	0.12
14507	-0.02	0.00
14536	-0.01	-0.01
14566	-0.00	0.03
14597	0.00	0.05
14626	-0.00	0.02
14657	-0.01	-0.02
14687	0.00	0.01
14716	0.00	0.02
14747	-0.01	-0.04
14777	-0.02	-0.07
14808	-0.01	-0.03
14837	-0.00	0.01
14867	-0.02	-0.08
14898	-0.03	-0.11
14927	-0.03	-0.08
14958	-0.03	-0.06
14988	-0.03	-0.02
15017	-0.03	-0.03
15048	-0.01	0.07
15078	-0.01	0.06
15109	-0.01	0.02
15138	-0.01	0.02
15168	-0.00	0.03
15199	-0.01	-0.02
15228	-0.01	-0.04
15259	-0.01	0.00
15289	0.01	0.09
